8,Estimates,WORLD,,900,1985,  592 478,  531 053,  520 141,  492 895,  445 200,  389 125,  352 965,  283 779,  233 659,  221 219,  195 408,  173 021,  140 566,  103 976,  84 634,  56 550,  46 931,…,…,…,…,…
9,Estimates,WORLD,,900,1990,  644 696,  578 491,  527 461,  516 614,  486 853,  439 086,  384 823,  347 921,  278 766,  227 708,  213 055,  185 074,  159 575,  124 412,  85 650,  63 531,…,  36 279,  15 389,  4 463,   862,   107
10,Estimates,WORLD,,900,1995,  624 783,  631 825,  575 497,  523 100,  509 006,  480 385,  434 623,  379 833,  342 016,  271 536,  219 770,  202 046,  171 014,  141 395,  103 480,  64 473,…,  41 209,  18 810,  5 778,  1 102,   140
11,Estimates,WORLD,,900,2000,  604 456,  613 690,  628 646,  571 501,  516 100,  502 205,  474 365,  428 297,  372 811,  333 910,  262 795,  209 048,  187 315,  152 398,  118 139,  79 044,…,  42 328,  21 799,  7 229,  1 443,   181
12,Estimates,WORLD,,900,2005,  614 533,  595 740,  611 503,  624 735,  564 010,  509 308,  495 094,  467 507,  420 880,  363 229,  323 572,  251 512,  195 182,  168 016,  129 177,  91 600,…,  54 048,  23 517,  8 803,  1 882,   246
13,Estimates,WORLD,,900,2010,  642 161,  607 380,  592 696,  606 056,  617 394,  559 498,  503 170,  488 825,  459 302,  412 114,  352 593,  310 143,  234 345,  176 763,  143 856,  101 540,…,  64 356,  31 200,  9 975,  2 464,   353
14,Estimates,More developed regions,a,901,1950,  82 698,  67 303,  73 174,  67 897,  71 204,  63 950,  50 359,  58 638,  55 877,  49 196,  42 856,  35 969,  31 163,  25 245,  18 168,  11 264,  7 982,…,…,…,…,…
15,Estimates,More developed regions,a,901,1955,  87 551,  81 770,  67 340,  72 583,  66 894,  70 351,  63 404,  49 625,  57 599,  54 045,  48 194,  40 464,  33 312,  27 408,  20 222,  12 948,  9 687,…,…,…,…,…
16,Estimates,More developed regions,a,901,1960,  89 309,  87 290,  81 888,  67 044,  71 510,  66 499,  69 647,  63 023,  48 414,  56 398,  52 769,  45 828,  37 529,  29 431,  22 295,  14 660,  11 498,…,…,…,…,…
17,Estimates,More developed regions,a,901,1965,  88 035,  89 325,  87 257,  81 435,  66 754,  71 588,  66 441,  69 273,  62 513,  47 415,  54 810,  50 700,  42 437,  33 301,  24 378,  16 562,  13 584,…,…,…,…,…
18,Estimates,More developed regions,a,901,1970,  83 225,  88 531,  89 723,  86 932,  80 546,  66 673,  71 400,  65 874,  68 459,  61 579,  46 004,  52 539,  47 121,  38 021,  27 616,  18 019,  15 968,…,…,…,…,…
19,Estimates,More developed regions,a,901,1975,  81 202,  83 423,  88 623,  89 711,  87 065,  81 336,  67 026,  71 047,  65 253,  67 190,  59 932,  44 046,  49 114,  42 378,  31 644,  20 730,  18 407,…,…,…,…,…
20,Estimates,More developed regions,a,901,1980,  78 107,  81 535,  84 246,  89 299,  89 796,  87 050,  81 489,  66 392,  70 303,  63 956,  65 301,  57 516,  41 460,  44 686,  35 925,  24 505,  21 509,…,…,…,…,…
21,Estimates,More developed regions,a,901,1985,  78 618,  78 520,  82 248,  85 053,  89 724,  90 169,  87 352,  80 820,  65 820,  68 990,  62 232,  62 549,  53 990,  37 890,  38 190,  27 988,  25 917,…,…,…,…,…
22,Estimates,More developed regions,a,901,1990,  77 407,  79 164,  79 647,  83 673,  85 502,  89 606,  90 671,  87 090,  80 593,  64 835,  67 307,  59 862,  58 985,  49 471,  32 714,  30 414,…,  19 261,  8 735,  2 707,   566,   68
23,Estimates,More developed regions,a,901,1995,  70 897,  78 545,  80 856,  81 069,  84 070,  86 297,  90 906,  90 900,  86 589,  79 136,  63 448,  64 780,  56 514,  53 809,  42 980,  26 466,…,  21 199,  10 737,  3 499,   698,   89
24,Estimates,More developed regions,a,901,2000,  65 608,  72 091,  80 423,  82 524,  81 960,  85 075,  87 443,  91 051,  90 182,  85 436,  77 693,  61 495,  61 475,  52 078,  47 013,  35 116,…,  19 146,  12 131,  4 400,   907,   106
25,Estimates,More developed regions,a,901,2005,  65 916,  66 381,  73 637,  82 159,  84 672,  83 844,  86 556,  88 136,  91 114,  89 016,  83 630,  75 249,  58 883,  56 966,  46 293,  38 711,…,  25 867,  11 557,  5 224,  1 198,   139
26,Estimates,More developed regions,a,901,2010,  69 065,  66 627,  68 012,  75 605,  84 440,  86 197,  85 156,  87 201,  87 520,  90 993,  87 544,  81 784,  71 354,  55 910,  51 394,  39 140,…,  29 551,  16 274,  5 415,  1 552,   201
27,Estimates,Less developed regions,b,902,1950,  254 554,  202 401,  187 522,  170 849,  150 801,  130 306,  116 850,  104 295,  91 704,  78 236,  64 756,  52 608,  42 185,  29 830,  19 202,  10 582,  6 154,…,…,…,…,…
28,Estimates,Less developed regions,b,902,1955,  318 187,  232 377,  196 160,  182 350,  164 848,  144 678,  124 711,  111 106,  97 885,  84 676,  70 906,  56 940,  43 677,  32 058,  20 252,  11 047,  6 398,…,…,…,…,…
29,Estimates,Less developed regions,b,902,1960,  343 921,  294 172,  226 158,  191 280,  176 782,  159 360,  139 507,  119 446,  105 084,  91 220,  77 455,  63 086,  48 069,  33 908,  22 400,  12 021,  7 099,…,…,…,…,…
30,Estimates,Less developed regions,b,902,1965,  391 648,  321 034,  286 172,  220 928,  185 256,  170 796,  153 751,  133 865,  113 271,  97 957,  83 518,  68 983,  53 358,  37 563,  23 822,  13 496,  7 895,…,…,…,…,…
31,Estimates,Less developed regions,b,902,1970,  437 566,  372 527,  315 511,  281 459,  215 739,  180 112,  165 969,  149 076,  129 041,  108 205,  92 142,  76 642,  60 853,  44 341,  28 451,  15 546,  9 762,…,…,…,…,…
32,Estimates,Less developed regions,b,902,1975,  460 061,  418 634,  366 606,  310 058,  275 442,  210 906,  176 198,  161 883,  144 578,  124 070,  102 611,  85 428,  68 449,  51 408,  34 500,  19 422,  12 639,…,…,…,…,…
33,Estimates,Less developed regions,b,902,1980,  467 770,  443 155,  412 759,  361 384,  304 525,  270 164,  206 753,  172 092,  157 428,  139 500,  118 081,  95 740,  76 933,  58 503,  40 546,  24 150,  16 486,…,…,…,…,…
34,Estimates,Less developed regions,b,902,1985,  513 861,  452 533,  437 893,  407 842,  355 477,  298 956,  265 613,  202 959,  167 839,  152 230,  133 176,  110 472,  86 576,  66 086,  46 444,  28 562,  21 014,…,…,…,…,…
35,Estimates,Less developed regions,b,902,1990,  567 288,  499 327,  447 815,  432 941,  401 352,  349 480,  294 152,  260 831,  198 174,  162 873,  145 748,  125 212,  100 590,  74 941,  52 936,  33 118,…,  17 018,  6 654,  1 756,   296,   39
36,Estimates,Less developed regions,b,902,1995,  553 887,  553 280,  494 642,  442 031,  424 936,  394 088,  343 717,  288 933,  255 426,  192 400,  156 322,  137 266,  114 500,  87 586,  60 501,  38 007,…,  20 010,  8 073,  2 279,   404,   51
37,Estimates,Less developed regions,b,902,2000,  538 848,  541 599,  548 223,  488 977,  434 140,  417 130,  386 922,  337 247,  282 629,  248 475,  185 102,  147 552,  125 840,  100 320,  71 126,  43 927,…,  23 181,  9 668,  2 830,   536,   75
38,Estimates,Less developed regions,b,902,2005,  548 617,  529 359,  537 866,  542 577,  479 338,  425 463,  408 538,  379 371,  329 766,  274 213,  239 942,  176 263,  136 299,  111 050,  82 884,  52 889,…,  28 181,  11 960,  3 579,   684,   107
39,Estimates,Less developed regions,b,902,2010,  573 096,  540 753,  524 685,  530 451,  532 954,  473 301,  418 014,  401 624,  371 782,  321 121,  265 049,  228 358,  162 991,  120 852,  92 462,  62 400,…,  34 805,  14 926,  4 560,   912,   152
40,Estimates,Least developed countries,c,941,1950,  32 646,  25 763,  22 339,  19 794,  17 341,  14 934,  12 853,  10 952,  9 307,  7 807,  6 264,  4 997,  3 834,  2 846,  1 917,  1 020,   614,…,…,…,…,…
41,Estimates,Least developed countries,c,941,1955,  37 364,  28 635,  24 702,  21 583,  18 913,  16 420,  14 075,  12 040,  10 177,  8 563,  7 063,  5 504,  4 178,  2 955,  1 936,  1 079,   603,…,…,…,…,…
42,Estimates,Least developed countries,c,941,1960,  42 463,  33 252,  27 563,  23 941,  20 702,  17 990,  15 549,  13 252,  11 251,  9 424,  7 808,  6 270,  4 666,  3 285,  2 064,  1 128,   666,…,…,…,…,…
43,Estimates,Least developed countries,c,941,1965,  48 500,  38 240,  32 120,  26 744,  22 967,  19 703,  17 076,  14 694,  12 444,  10 475,  8 647,  6 986,  5 373,  3 727,  2 348,  1 240,   736,…,…,…,…,…
44,Estimates,Least developed countries,c,941,1970,  55 489,  44 107,  37 055,  31 256,  25 759,  21 967,  18 794,  16 226,  13 875,  11 655,  9 678,  7 802,  6 054,  4 356,  2 720,  1 455,   840,…,…,…,…,…
45,Estimates,Least developed countries,c,941,1975,  62 108,  50 184,  42 404,  35 072,  28 972,  24 320,  20 959,  17 870,  15 344,  13 012,  10 788,  8 756,  6 783,  4 928,  3 186,  1 671,   928,…,…,…,…,…
46,Estimates,Least developed countries,c,941,1980,  70 594,  56 805,  48 227,  40 765,  33 481,  27 431,  22 912,  19 860,  16 828,  14 296,  11 932,  9 761,  7 603,  5 579,  3 676,  2 071,  1 170,…,…,…,…,…
47,Estimates,Least developed countries,c,941,1985,  80 007,  65 066,  54 943,  46 803,  39 154,  31 895,  26 077,  21 761,  18 654,  15 549,  13 059,  10 710,  8 461,  6 220,  4 164,  2 378,  1 470,…,…,…,…,…
48,Estimates,Least developed countries,c,941,1990,  88 692,  74 804,  63 467,  53 560,  45 184,  37 632,  30 574,  24 857,  20 644,  17 532,  14 457,  11 949,  9 485,  7 113,  4 807,  2 800,…,  1 281,   417,   87,   11,   1
49,Estimates,Least developed countries,c,941,1995,  98 093,  84 151,  73 777,  62 412,  52 246,  43 901,  36 520,  29 761,  24 107,  19 792,  16 636,  13 464,  10 828,  8 139,  5 614,  3 335,…,  1 579,   523,   115,   16,   1
50,Estimates,Least developed countries,c,941,2000,  108 376,  93 307,  82 497,  72 335,  60 373,  50 289,  42 106,  34 948,  28 245,  22 774,  18 524,  15 333,  12 039,  9 223,  6 344,  3 865,…,  1 856,   643,   149,   22,   2
51,Estimates,Least developed countries,c,941,2005,  117 854,  103 941,  91 917,  80 567,  69 896,  58 184,  48 222,  40 169,  33 237,  26 692,  21 386,  17 181,  13 834,  10 320,  7 268,  4 417,…,  2 201,   785,   193,   31,   3
52,Estimates,Least developed countries,c,941,2010,  126 597,  113 635,  102 427,  89 887,  77 511,  67 577,  55 755,  46 012,  38 249,  31 546,  25 155,  19 929,  15 490,  11 818,  8 191,  5 139,…,  2 616,   972,   249,   44,   5
53,Estimates,"Less developed regions, excluding least developed countries",d,934,1950,  221 907,  176 638,  165 183,  151 055,  133 460,  115 372,  103 997,  93 343,  82 397,  70 429,  58 492,  47 611,  38 352,  26 984,  17 285,  9 562,  5 540,…,…,…,…,…
54,Estimates,"Less developed regions, excluding least developed countries",d,934,1955,  280 823,  203 742,  171 459,  160 766,  145 935,  128 258,  110 636,  99 066,  87 708,  76 113,  63 843,  51 436,  39 499,  29 103,  18 316,  9 968,  5 795,…,…,…,…,…
55,Estimates,"Less developed regions, excluding least developed countries",d,934,1960,  301 459,  260 920,  198 595,  167 339,  156 080,  141 370,  123 957,  106 194,  93 833,  81 796,  69 647,  56 817,  43 403,  30 623,  20 336,  10 894,  6 433,…,…,…,…,…
56,Estimates,"Less developed regions, excluding least developed countries",d,934,1965,  343 148,  282 794,  254 052,  194 184,  162 290,  151 093,  136 675,  119 170,  100 827,  87 482,  74 871,  61 997,  47 984,  33 836,  21 474,  12 256,  7 159,…,…,…,…,…
57,Estimates,"Less developed regions, excluding least developed countries",d,934,1970,  382 076,  328 420,  278 456,  250 204,  189 980,  158 145,  147 175,  132 850,  115 165,  96 550,  82 464,  68 840,  54 800,  39 985,  25 731,  14 092,  8 922,…,…,…,…,…
58,Estimates,"Less developed regions, excluding least developed countries",d,934,1975,  397 953,  368 451,  324 203,  274 985,  246 470,  186 585,  155 238,  144 013,  129 234,  111 058,  91 823,  76 672,  61 667,  46 479,  31 314,  17 751,  11 711,…,…,…,…,…
59,Estimates,"Less developed regions, excluding least developed countries",d,934,1980,  397 176,  386 350,  364 532,  320 619,  271 044,  242 734,  183 842,  152 233,  140 600,  125 204,  106 149,  85 979,  69 331,  52 924,  36 871,  22 079,  15 316,…,…,…,…,…
60,Estimates,"Less developed regions, excluding least developed countries",d,934,1985,  433 854,  387 467,  382 950,  361 039,  316 323,  267 061,  239 535,  181 198,  149 185,  136 680,  120 118,  99 762,  78 115,  59 866,  42 280,  26 185,  19 544,…,…,…,…,…
61,Estimates,"Less developed regions, excluding least developed countries",d,934,1990,  478 597,  424 523,  384 347,  379 381,  356 168,  311 848,  263 578,  235 974,  177 530,  145 341,  131 290,  113 263,  91 105,  67 827,  48 129,  30 317,…,  15 737,  6 237,  1 669,   284,   38
62,Estimates,"Less developed regions, excluding least developed countries",d,934,1995,  455 794,  469 129,  420 864,  379 619,  372 690,  350 187,  307 197,  259 172,  231 320,  172 608,  139 686,  123 802,  103 672,  79 447,  54 887,  34 672,…,  18 431,  7 550,  2 164,   388,   50
63,Estimates,"Less developed regions, excluding least developed countries",d,934,2000,  430 472,  448 292,  465 725,  416 641,  373 767,  366 841,  344 815,  302 298,  254 384,  225 701,  166 578,  132 220,  113 801,  91 097,  64 782,  40 062,…,  21 326,  9 025,  2 680,   514,   73
64,Estimates,"Less developed regions, excluding least developed countries",d,934,2005,  430 763,  425 418,  445 949,  462 009,  409 442,  367 279,  360 315,  339 202,  296 528,  247 521,  218 556,  159 082,  122 465,  100 729,  75 615,  48 472,…,  25 980,  11 175,  3 386,   654,   104
65,Estimates,"Less developed regions, excluding least developed countries",d,934,2010,  446 499,  427 117,  422 257,  440 564,  455 442,  405 724,  362 259,  355 612,  333 533,  289 575,  239 894,  208 429,  147 500,  109 034,  84 270,  57 260,…,  32 189,  13 954,  4 310,   869,   147
66,Estimates,"Less developed regions, excluding China",,948,1950,  177 660,  144 296,  132 260,  118 094,  104 510,  89 549,  76 907,  68 294,  59 391,  49 107,  41 091,  31 327,  25 652,  17 410,  12 157,  7 019,  4 603,…,…,…,…,…
67,Estimates,"Less developed regions, excluding China",,948,1955,  214 123,  160 703,  139 708,  128 509,  113 659,  99 790,  85 115,  72 667,  64 010,  55 070,  44 701,  36 315,  26 493,  20 190,  12 401,  7 386,  4 897,…,…,…,…,…
68,Estimates,"Less developed regions, excluding China",,948,1960,  245 740,  198 015,  156 373,  136 079,  124 341,  109 583,  95 793,  81 152,  68 649,  59 852,  50 556,  40 038,  31 128,  21 258,  14 693,  7 825,  5 475,…,…,…,…,…
69,Estimates,"Less developed regions, excluding China",,948,1965,  276 126,  230 186,  193 014,  152 763,  132 008,  120 077,  105 543,  91 808,  77 090,  64 474,  55 334,  45 608,  34 708,  25 278,  15 744,  9 451,  6 091,…,…,…,…,…
70,Estimates,"Less developed regions, excluding China",,948,1970,  304 310,  260 456,  225 330,  188 965,  148 618,  127 796,  116 174,  101 655,  87 825,  72 999,  60 048,  50 353,  39 895,  28 589,  19 017,  10 372,  7 393,…,…,…,…,…
71,Estimates,"Less developed regions, excluding China",,948,1975,  332 164,  288 847,  255 464,  220 442,  183 813,  144 561,  124 466,  112 761,  97 988,  83 847,  68 697,  55 097,  44 416,  33 144,  21 759,  12 649,  8 527,…,…,…,…,…
72,Estimates,"Less developed regions, excluding China",,948,1980,  366 535,  317 760,  283 913,  250 759,  215 420,  179 204,  140 960,  120 957,  109 046,  93 926,  79 163,  63 495,  48 992,  37 395,  25 701,  14 954,  10 666,…,…,…,…,…
73,Estimates,"Less developed regions, excluding China",,948,1985,  402 579,  352 758,  313 164,  279 532,  245 572,  210 575,  175 423,  137 830,  117 419,  104 819,  88 994,  73 398,  56 788,  41 462,  29 191,  17 779,  13 015,…,…,…,…,…
74,Estimates,"Less developed regions, excluding China",,948,1990,  428 454,  389 223,  348 448,  308 670,  273 724,  240 335,  206 486,  171 521,  133 897,  113 403,  99 692,  82 995,  66 198,  48 549,  32 731,  20 528,…,  10 442,  4 024,  1 153,   217,   35
75,Estimates,"Less developed regions, excluding China",,948,1995,  442 169,  415 559,  384 945,  343 092,  301 452,  267 402,  235 445,  202 099,  167 224,  129 266,  108 178,  93 147,  75 168,  56 970,  38 723,  23 193,…,  12 332,  4 954,  1 444,   302,   44
76,Estimates,"Less developed regions, excluding China",,948,2000,  453 628,  430 515,  410 829,  379 644,  335 772,  294 459,  261 141,  229 866,  196 761,  161 694,  123 519,  101 268,  84 562,  65 122,  45 730,  27 827,…,  14 074,  6 001,  1 838,   399,   66
77,Estimates,"Less developed regions, excluding China",,948,2005,  468 715,  444 430,  426 984,  405 757,  370 896,  328 008,  286 910,  254 695,  223 521,  189 602,  154 937,  116 622,  92 449,  73 377,  52 862,  33 259,…,  17 610,  7 070,  2 335,   540,   96
78,Estimates,"Less developed regions, excluding China",,948,2010,  486 268,  461 032,  439 901,  419 999,  396 979,  365 645,  321 274,  280 882,  248 235,  216 285,  182 040,  145 824,  106 234,  80 576,  60 052,  38 935,…,  21 694,  9 125,  2 856,   723,   140
79,Estimates,Sub-Saharan Africa,e,947,1950,  30 537,  23 937,  20 545,  18 109,  15 732,  13 554,  11 680,  9 926,  8 450,  7 060,  5 843,  4 726,  3 646,  2 640,  1 706,   918,   484,…,…,…,…,…
80,Estimates,Sub-Saharan Africa,e,947,1955,  34 053,  26 681,  22 914,  19 867,  17 311,  14 895,  12 781,  10 954,  9 232,  7 782,  6 395,  5 139,  3 944,  2 792,  1 762,   919,   479,…,…,…,…,…
81,Estimates,Sub-Saharan Africa,e,947,1960,  38 674,  30 163,  25 646,  22 219,  19 057,  16 462,  14 111,  12 044,  10 241,  8 551,  7 097,  5 671,  4 339,  3 070,  1 912,   989,   516,…,…,…,…,…
82,Estimates,Sub-Saharan Africa,e,947,1965,  44 277,  34 708,  29 120,  24 923,  21 359,  18 165,  15 646,  13 348,  11 310,  9 532,  7 834,  6 345,  4 842,  3 432,  2 151,  1 112,   590,…,…,…,…,…
83,Estimates,Sub-Saharan Africa,e,947,1970,  50 730,  40 083,  33 570,  28 375,  24 066,  20 477,  17 358,  14 881,  12 602,  10 579,  8 777,  7 022,  5 435,  3 848,  2 420,  1 261,   674,…,…,…,…,…
84,Estimates,Sub-Saharan Africa,e,947,1975,  58 860,  46 261,  38 809,  32 703,  27 390,  23 085,  19 599,  16 540,  14 084,  11 816,  9 775,  7 907,  6 057,  4 374,  2 772,  1 463,   795,…,…,…,…,…
85,Estimates,Sub-Saharan Africa,e,947,1980,  68 177,  54 015,  44 638,  37 582,  31 584,  26 461,  22 300,  18 811,  15 706,  13 320,  10 971,  8 925,  6 900,  4 981,  3 218,  1 746,   964,…,…,…,…,…
86,Estimates,Sub-Saharan Africa,e,947,1985,  77 997,  63 090,  52 573,  43 650,  36 405,  30 374,  25 361,  21 279,  17 860,  14 812,  12 401,  9 997,  7 823,  5 674,  3 689,  2 022,  1 161,…,…,…,…,…
87,Estimates,Sub-Saharan Africa,e,947,1990,  87 966,  72 740,  61 589,  51 373,  42 249,  35 128,  29 252,  24 229,  20 229,  16 829,  13 792,  11 339,  8 817,  6 505,  4 292,  2 386,…,  1 026,   306,   60,   7,   1
88,Estimates,Sub-Saharan Africa,e,947,1995,  97 398,  82 039,  70 958,  60 126,  49 855,  40 803,  33 785,  28 098,  23 116,  19 171,  15 783,  12 679,  10 081,  7 354,  4 936,  2 808,…,  1 227,   373,   75,   9,   1
89,Estimates,Sub-Saharan Africa,e,947,2000,  110 014,  91 775,  80 204,  69 521,  58 232,  47 610,  38 561,  31 904,  26 533,  21 841,  18 006,  14 502,  11 201,  8 379,  5 519,  3 203,…,  1 413,   451,   92,   12,   1
90,Estimates,Sub-Saharan Africa,e,947,2005,  124 270,  104 456,  89 951,  78 655,  67 507,  55 878,  45 157,  36 171,  29 744,  24 752,  20 244,  16 457,  12 809,  9 406,  6 451,  3 733,…,  1 697,   534,   115,   15,   1
91,Estimates,Sub-Saharan Africa,e,947,2010,  139 624,  118 942,  102 540,  88 434,  76 576,  65 211,  53 306,  42 664,  33 997,  28 036,  23 164,  18 650,  14 714,  10 806,  7 341,  4 415,…,  2 204,   674,   141,   20,   2
92,Estimates,AFRICA,,903,1950,  38 746,  29 965,  26 115,  23 266,  20 351,  17 376,  14 875,  12 620,  10 852,  9 098,  7 579,  6 063,  4 653,  3 371,  2 155,  1 135,   606,…,…,…,…,…
93,Estimates,AFRICA,,903,1955,  44 049,  33 999,  28 813,  25 304,  22 281,  19 304,  16 429,  14 000,  11 800,  10 066,  8 309,  6 736,  5 132,  3 634,  2 312,  1 203,   617,…,…,…,…,…
94,Estimates,AFRICA,,903,1960,  50 383,  39 289,  32 814,  27 977,  24 316,  21 268,  18 371,  15 560,  13 168,  11 005,  9 249,  7 437,  5 764,  4 070,  2 554,  1 345,   702,…,…,…,…,…
95,Estimates,AFRICA,,903,1965,  57 544,  45 537,  38 098,  31 867,  26 827,  23 186,  20 258,  17 439,  14 681,  12 323,  10 143,  8 332,  6 422,  4 635,  2 920,  1 535,   834,…,…,…,…,…
96,Estimates,AFRICA,,903,1970,  65 319,  52 493,  44 239,  37 166,  30 724,  25 686,  22 162,  19 301,  16 521,  13 794,  11 406,  9 157,  7 216,  5 189,  3 350,  1 773,   981,…,…,…,…,…
97,Estimates,AFRICA,,903,1975,  74 686,  60 002,  51 031,  43 056,  35 592,  29 207,  24 548,  21 212,  18 371,  15 604,  12 830,  10 336,  7 969,  5 889,  3 816,  2 087,  1 177,…,…,…,…,…
98,Estimates,AFRICA,,903,1980,  86 163,  69 142,  58 228,  49 501,  41 322,  34 123,  28 177,  23 658,  20 291,  17 486,  14 579,  11 764,  9 090,  6 623,  4 413,  2 458,  1 442,…,…,…,…,…
99,Estimates,AFRICA,,903,1985,  98 098,  80 471,  67 571,  56 957,  47 792,  39 635,  32 865,  27 174,  22 643,  19 268,  16 387,  13 384,  10 417,  7 585,  5 008,  2 856,  1 734,…,…,…,…,…
100,Estimates,AFRICA,,903,1990,  108 972,  92 318,  78 822,  66 007,  54 864,  46 007,  38 407,  31 734,  26 088,  21 568,  18 111,  15 106,  11 937,  8 790,  5 848,  3 319,…,  1 503,   473,   98,   12,   1
101,Estimates,AFRICA,,903,1995,  118 077,  102 734,  90 532,  77 071,  63 842,  52 825,  44 435,  37 225,  30 603,  24 978,  20 400,  16 802,  13 596,  10 137,  6 825,  3 932,…,  1 774,   578,   122,   16,   1
102,Estimates,AFRICA,,903,2000,  130 195,  111 960,  100 692,  88 781,  74 403,  60 793,  50 209,  42 370,  35 486,  29 165,  23 589,  18 863,  15 011,  11 493,  7 797,  4 561,…,  2 073,   688,   152,   21,   2
103,Estimates,AFRICA,,903,2005,  144 961,  124 248,  109 969,  98 889,  86 254,  71 322,  57 926,  47 697,  40 059,  33 515,  27 337,  21 746,  16 853,  12 789,  9 025,  5 390,…,  2 508,   825,   186,   27,   2
104,Estimates,AFRICA,,903,2010,  162 677,  139 229,  122 166,  108 216,  96 409,  83 443,  68 311,  55 182,  45 343,  38 137,  31 609,  25 379,  19 600,  14 406,  10 146,  6 318,…,  3 212,  1 034,   229,   33,   3
105,Estimates,Eastern Africa,,910,1950,  11 999,  9 088,  7 739,  6 878,  5 913,  5 005,  4 238,  3 587,  3 063,  2 561,  2 031,  1 638,  1 287,   938,   597,   318,   153,…,…,…,…,…
106,Estimates,Eastern Africa,,910,1955,  13 556,  10 461,  8 664,  7 465,  6 582,  5 612,  4 724,  3 973,  3 331,  2 816,  2 319,  1 790,  1 377,  1 003,   644,   338,   175,…,…,…,…,…
107,Estimates,Eastern Africa,,910,1960,  15 463,  12 004,  10 019,  8 381,  7 166,  6 272,  5 322,  4 451,  3 711,  3 082,  2 567,  2 060,  1 523,  1 091,   706,   378,   201,…,…,…,…,…
108,Estimates,Eastern Africa,,910,1965,  17 899,  13 903,  11 570,  9 725,  8 056,  6 835,  5 964,  5 035,  4 180,  3 455,  2 829,  2 301,  1 774,  1 227,   787,   429,   239,…,…,…,…,…
109,Estimates,Eastern Africa,,910,1970,  20 685,  16 269,  13 460,  11 273,  9 391,  7 728,  6 535,  5 674,  4 756,  3 914,  3 190,  2 552,  1 997,  1 445,   900,   490,   284,…,…,…,…,…
110,Estimates,Eastern Africa,,910,1975,  24 117,  18 904,  15 750,  13 104,  10 882,  9 003,  7 381,  6 213,  5 360,  4 453,  3 618,  2 887,  2 226,  1 646,  1 082,   580,   342,…,…,…,…,…
