Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
QI,Production Indices,9,Argentina,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,109.7,,Official data
QI,Production Indices,10,Australia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.68,,Official data
QI,Production Indices,10,Australia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,101.41,,Official data
QI,Production Indices,10,Australia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,97.91,,Official data
QI,Production Indices,11,Austria,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,103.19,,Official data
QI,Production Indices,11,Austria,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,109.05,,Official data
QI,Production Indices,11,Austria,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,87.76,,Official data
QI,Production Indices,12,Bahamas,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,97.38,,Official data
QI,Production Indices,12,Bahamas,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,95.31,,Official data
QI,Production Indices,12,Bahamas,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,107.32,,Official data
QI,Production Indices,14,Barbados,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,94.65,,Official data
QI,Production Indices,14,Barbados,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,115.08,,Official data
QI,Production Indices,14,Barbados,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,90.27,,Official data
QI,Production Indices,16,Bangladesh,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,106.91,,Official data
QI,Production Indices,16,Bangladesh,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,104.51,,Official data
QI,Production Indices,16,Bangladesh,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,88.59,,Official data
QI,Production Indices,16,Bangladesh,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2004,92.09,,Official data
QI,Production Indices,16,Bangladesh,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2005,98.03,,Official data
QI,Production Indices,16,Bangladesh,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2006,109.88,,Official data
QI,Production Indices,18,Bhutan,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,101.96,,Official data
QI,Production Indices,18,Bhutan,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.45,,Official data
QI,Production Indices,18,Bhutan,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,98.58,,Official data
QI,Production Indices,19,Bolivia (Plurinational State of),434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,99.91,,Official data
QI,Production Indices,19,Bolivia (Plurinational State of),434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,91.27,,Official data
QI,Production Indices,19,Bolivia (Plurinational State of),434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,108.82,,Official data
QI,Production Indices,21,Brazil,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,95.8,,Official data
QI,Production Indices,21,Brazil,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,96.47,,Official data
QI,Production Indices,21,Brazil,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,107.73,,Official data
QI,Production Indices,23,Belize,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,111.27,,Official data
QI,Production Indices,23,Belize,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,84.6,,Official data
QI,Production Indices,23,Belize,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,104.13,,Official data
QI,Production Indices,27,Bulgaria,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,100.75,,Official data
QI,Production Indices,27,Bulgaria,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,95.26,,Official data
QI,Production Indices,27,Bulgaria,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,103.99,,Official data
QI,Production Indices,28,Myanmar,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,97.39,,Official data
QI,Production Indices,28,Myanmar,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,95.15,,Official data
QI,Production Indices,28,Myanmar,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,107.46,,Official data
QI,Production Indices,28,Myanmar,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2004,96.47,,Official data
QI,Production Indices,28,Myanmar,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2005,101.3,,Official data
QI,Production Indices,28,Myanmar,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2006,102.23,,Official data
QI,Production Indices,29,Burundi,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,104.47,,Official data
QI,Production Indices,29,Burundi,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,103.01,,Official data
QI,Production Indices,29,Burundi,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,92.51,,Official data
QI,Production Indices,32,Cameroon,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,110.32,,Official data
QI,Production Indices,32,Cameroon,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,107.5,,Official data
QI,Production Indices,32,Cameroon,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,82.18,,Official data
QI,Production Indices,33,Canada,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,101.55,,Official data
QI,Production Indices,33,Canada,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,82.1,,Official data
QI,Production Indices,33,Canada,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,116.35,,Official data
QI,Production Indices,35,Cabo Verde,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,97.62,,Official data
QI,Production Indices,35,Cabo Verde,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,100.25,,Official data
QI,Production Indices,35,Cabo Verde,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,102.13,,Official data
QI,Production Indices,37,Central African Republic,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.64,,Official data
QI,Production Indices,37,Central African Republic,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,98.93,,Official data
QI,Production Indices,37,Central African Republic,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,100.43,,Official data
QI,Production Indices,38,Sri Lanka,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,96.3,,Official data
QI,Production Indices,38,Sri Lanka,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,95.38,,Official data
QI,Production Indices,38,Sri Lanka,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,108.32,,Official data
QI,Production Indices,39,Chad,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,93.43,,Official data
QI,Production Indices,39,Chad,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,105.02,,Official data
QI,Production Indices,39,Chad,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,101.55,,Official data
QI,Production Indices,40,Chile,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,97.59,,Official data
QI,Production Indices,40,Chile,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,110.11,,Official data
QI,Production Indices,40,Chile,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,92.3,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.78,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,96.6,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,102.62,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,83.23,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,111.34,,Official data
QI,Production Indices,41,"China, mainland",434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,105.43,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,105.28,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,101.57,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,93.15,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,105.71,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,100.35,,Official data
QI,Production Indices,44,Colombia,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,93.94,,Official data
QI,Production Indices,46,Congo,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,106.49,,Official data
QI,Production Indices,46,Congo,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,103.7,,Official data
QI,Production Indices,46,Congo,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,89.81,,Official data
QI,Production Indices,48,Costa Rica,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.17,,Official data
QI,Production Indices,48,Costa Rica,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,93.77,,Official data
QI,Production Indices,48,Costa Rica,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,106.06,,Official data
QI,Production Indices,49,Cuba,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,153.84,,Official data
QI,Production Indices,49,Cuba,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,74.85,,Official data
QI,Production Indices,49,Cuba,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,71.31,,Official data
QI,Production Indices,52,Azerbaijan,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,66.45,,Official data
QI,Production Indices,52,Azerbaijan,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,42.33,,Official data
QI,Production Indices,52,Azerbaijan,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,191.22,,Official data
QI,Production Indices,53,Benin,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,123.68,,Official data
QI,Production Indices,53,Benin,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,112.39,,Official data
QI,Production Indices,53,Benin,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,63.93,,Official data
QI,Production Indices,54,Denmark,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,107.72,,Official data
QI,Production Indices,54,Denmark,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,104.83,,Official data
QI,Production Indices,54,Denmark,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,87.45,,Official data
QI,Production Indices,55,Dominica,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.95,,Official data
QI,Production Indices,55,Dominica,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.53,,Official data
QI,Production Indices,55,Dominica,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,99.53,,Official data
QI,Production Indices,56,Dominican Republic,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,110.91,,Official data
QI,Production Indices,56,Dominican Republic,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,97.55,,Official data
QI,Production Indices,56,Dominican Republic,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,91.53,,Official data
QI,Production Indices,57,Belarus,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,90.92,,Official data
QI,Production Indices,57,Belarus,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,90.75,,Official data
QI,Production Indices,57,Belarus,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,118.34,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,93.76,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,102.83,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,103.41,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,96.44,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,102.63,,Official data
QI,Production Indices,58,Ecuador,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,100.93,,Official data
QI,Production Indices,59,Egypt,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.63,,Official data
QI,Production Indices,59,Egypt,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.5,,Official data
QI,Production Indices,59,Egypt,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,99.87,,Official data
QI,Production Indices,59,Egypt,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,85.73,,Official data
QI,Production Indices,59,Egypt,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,101.08,,Official data
QI,Production Indices,59,Egypt,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,113.18,,Official data
QI,Production Indices,60,El Salvador,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,109.18,,Official data
QI,Production Indices,60,El Salvador,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,90.73,,Official data
QI,Production Indices,60,El Salvador,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,100.08,,Official data
QI,Production Indices,66,Fiji,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,99.65,,Official data
QI,Production Indices,66,Fiji,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,94.44,,Official data
QI,Production Indices,66,Fiji,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,105.9,,Official data
QI,Production Indices,67,Finland,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,100.16,,Official data
QI,Production Indices,67,Finland,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,110.87,,Official data
QI,Production Indices,67,Finland,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,88.97,,Official data
QI,Production Indices,68,France,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,101.3,,Official data
QI,Production Indices,68,France,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,101.75,,Official data
QI,Production Indices,68,France,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,96.95,,Official data
QI,Production Indices,69,French Guiana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,94.16,,Official data
QI,Production Indices,69,French Guiana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,90.89,,Official data
QI,Production Indices,69,French Guiana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,114.95,,Official data
QI,Production Indices,70,French Polynesia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,101.18,,Official data
QI,Production Indices,70,French Polynesia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.99,,Official data
QI,Production Indices,70,French Polynesia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,98.83,,Official data
QI,Production Indices,72,Djibouti,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,101.42,,Official data
QI,Production Indices,72,Djibouti,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.99,,Official data
QI,Production Indices,72,Djibouti,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,98.59,,Official data
QI,Production Indices,74,Gabon,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,94.99,,Official data
QI,Production Indices,74,Gabon,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,102.55,,Official data
QI,Production Indices,74,Gabon,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,102.46,,Official data
QI,Production Indices,79,Germany,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,111.43,,Official data
QI,Production Indices,79,Germany,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,103.75,,Official data
QI,Production Indices,79,Germany,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,84.82,,Official data
QI,Production Indices,80,Bosnia and Herzegovina,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,100,,Official data
QI,Production Indices,81,Ghana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,102.61,,Official data
QI,Production Indices,81,Ghana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.98,,Official data
QI,Production Indices,81,Ghana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,97.41,,Official data
QI,Production Indices,84,Greece,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,101.6,,Official data
QI,Production Indices,84,Greece,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,114.06,,Official data
QI,Production Indices,84,Greece,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,84.34,,Official data
QI,Production Indices,86,Grenada,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,98.08,,Official data
QI,Production Indices,86,Grenada,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,98.08,,Official data
QI,Production Indices,86,Grenada,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,103.85,,Official data
QI,Production Indices,87,Guadeloupe,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,105.24,,Official data
QI,Production Indices,87,Guadeloupe,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,104.33,,Official data
QI,Production Indices,87,Guadeloupe,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,90.43,,Official data
QI,Production Indices,89,Guatemala,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,110.4,,Official data
QI,Production Indices,89,Guatemala,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,96.97,,Official data
QI,Production Indices,89,Guatemala,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,92.63,,Official data
QI,Production Indices,90,Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,102.03,,Official data
QI,Production Indices,90,Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.95,,Official data
QI,Production Indices,90,Guinea,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,98.02,,Official data
QI,Production Indices,91,Guyana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,116.06,,Official data
QI,Production Indices,91,Guyana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,92.68,,Official data
QI,Production Indices,91,Guyana,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,91.25,,Official data
QI,Production Indices,93,Haiti,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.62,,Official data
QI,Production Indices,93,Haiti,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,99.2,,Official data
QI,Production Indices,93,Haiti,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,100.18,,Official data
QI,Production Indices,95,Honduras,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,100.4,,Official data
QI,Production Indices,95,Honduras,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,101.28,,Official data
QI,Production Indices,95,Honduras,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,98.32,,Official data
QI,Production Indices,97,Hungary,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,111.21,,Official data
QI,Production Indices,97,Hungary,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,111.1,,Official data
QI,Production Indices,97,Hungary,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,77.7,,Official data
QI,Production Indices,98,Croatia,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,87.63,,Official data
QI,Production Indices,98,Croatia,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,97.93,,Official data
QI,Production Indices,98,Croatia,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,114.44,,Official data
QI,Production Indices,100,India,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,94.73,,Official data
QI,Production Indices,100,India,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,94.63,,Official data
QI,Production Indices,100,India,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,110.64,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,95.52,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,103.14,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,101.33,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2004,101.43,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2005,99.99,,Official data
QI,Production Indices,101,Indonesia,434,Gross per capita Production Index Number (2004-2006 = 100),161,"Sugar crops, nes",2006,98.57,,Official data
QI,Production Indices,102,Iran (Islamic Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,109.31,,Official data
QI,Production Indices,102,Iran (Islamic Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2005,101.09,,Official data
QI,Production Indices,102,Iran (Islamic Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2006,89.6,,Official data
QI,Production Indices,102,Iran (Islamic Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,90.39,,Official data
QI,Production Indices,102,Iran (Islamic Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,89.1,,Official data
QI,Production Indices,102,Iran (Islamic Republic of),434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,120.51,,Official data
QI,Production Indices,103,Iraq,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,1.15,,Official data
QI,Production Indices,103,Iraq,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,1.12,,Official data
QI,Production Indices,103,Iraq,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,297.72,,Official data
QI,Production Indices,104,Ireland,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,115.18,,Official data
QI,Production Indices,104,Ireland,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,84.82,,Official data
QI,Production Indices,106,Italy,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2004,93.33,,Official data
QI,Production Indices,106,Italy,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2005,154.85,,Official data
QI,Production Indices,106,Italy,434,Gross per capita Production Index Number (2004-2006 = 100),157,Sugar beet,2006,51.82,,Official data
QI,Production Indices,107,C̫te d'Ivoire,434,Gross per capita Production Index Number (2004-2006 = 100),156,Sugar cane,2004,101.67,,Official data
